DesafioTexto,ImpactoPandemia,ManterTexto,OndeTrabalhaSimples,TimeDivisao,ContratoOrig,ContratoSimples,Salario,salario2019,Escolaridade?,AnosExperienciaUX,Nivel,Lideranca,Funcao,Genero,LGBTQ,Filhos,FilhosSimples,Raca,deficiencia,deficienciaSimples,Estado,Cidade,Idade,FaixaIdade
Ter tempo para dedicar aos estudos. A quantidade de afazeres da casa aumentou muito.,A empresa foi positivamente afetada (crescimento no período),"Quero manter o home office, mas sem todos os problemas que a pandemia trouxe",Empresa,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,8000,7600,Especialização,De 4 a 5,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,36,36 - 41
Fazer a gestão da equipe.,Não sei responder / não tenho visibilidade,"A possibilidade de trabalho remoto em alguns dias, quando necessário.",Outro,Modelo híbrido / Cross: squads e visão central,Bolsista,Outro,10072,7580,Especialização,De 6 a 10,Líder técnico ou especialista,Liderança,Designer de produto,Masculino,Não,Não,Não,Pardo,Não tenho,Não,Paraíba (PB),Campina Grande,36,36 - 41
Eficiencia das videochamadas para resolver problemas,A empresa foi positivamente afetada (crescimento no período),"Trabalhar remoto, mas não somente em casa.",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,15800,7500,Superior completo,De 11 a 15,Líder técnico ou especialista,Liderança,Designer de produto,Masculino,Não,Não,Não,Asiático,Não tenho,Não,São Paulo (SP),São Paulo,36,36 - 41
,A empresa foi levemente afetada (perda de receita de até 15%),Home office - que antes não existia na empresa e agora estamos 100%. O tempo economizado no transporte  é muito valioso.,Start up,O time é uma banda de uma pessoa só,PJ com benefícios,PJ,11000,7500,Especialização,De 1 a 3,Líder técnico ou especialista,Liderança,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,36,36 - 41
"Ter que ficar muito tempo em casa, sem conviver com outras pessoas do trabalho. Senti falta até do Happy Hour, dava uma descontraída.",A empresa foi positivamente afetada (crescimento no período),Home office todos os dias.,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,10000,7500,Superior completo,De 6 a 10,Líder técnico ou especialista,Liderança,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,36,36 - 41
"Acostumar com a necessidade das pessoas em fazer ligações telefônicas. Antes tudo era resolvido em txt, somente reuniões com cliente e afins eram em chamadas. Agora, parece que a carência das pessoas, fazem com que queiram fazer chamada para tudo, talvez para sentirem menos isoladas... Mas para mim não funciona tão bem",A empresa foi positivamente afetada (crescimento no período),"Trabalhar o máximo possível de casa. O fato de não ter que peder horas do dia em transporte, trouxe uma alegria ao dia que não imaginava.",Agência ou consultoria,Modelo híbrido / Cross: squads e visão central,CLT,CLT,8500,7500,Superior completo,De 11 a 15,Sênior,Analista,UX Designer,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,São Paulo (SP),Sorocaba,36,36 - 41
"O maior desafio foi que eu fui contratado para minha atual empresa no meio da pandemia, ou seja, não conheço nada da minha equipe",A empresa foi positivamente afetada (crescimento no período),A questão de poder ficar em casa quando necessário.,Empresa,Equipe que atende a outras áreas,CLT,CLT,7200,7500,Especialização,De 6 a 10,Sênior,Analista,Gerente de produto / PO / Product Manager,Masculino,Não,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,36,36 - 41
Iniciar um novo normal sem estar preparado emocionalmente. Uma hora vc está com o seus amigos de trabalho seguindo um rotina e na outra você não tem mais isso.,A empresa foi positivamente afetada (crescimento no período),Manter o home office no mínimo 2 ou três vezes por semana seria ótimo. Reduziria custos e transtornos com locomoção.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8000,7360,Especialização,De 6 a 10,Sênior,Analista,UX Designer,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Rio de Janeiro (RJ),Niterói,36,36 - 41
Ambiente de trabalho.  Não tinha um local preparado para  trabalho em casa logo de início.,Não sei responder / não tenho visibilidade,Possibilidade de atuar remotamente.,Empresa,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,7600,7100,Especialização,Mais que 15,Líder técnico ou especialista,Liderança,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,Rio Grande do Sul (RS),Porto Alegre,36,36 - 41
"Coordenar carga com entregas e vida pessoal, com a pandemia tudo passou a ser urgente e os esforço como lider ficou maior para lidar com as pessoas",A empresa foi positivamente afetada (crescimento no período),a forma mais leve de interação com as pessoas e a forma como conseguimos engajar os times para melhores práticas e autonomia,Agência ou consultoria,Equipe que atende a outras áreas,PJ,PJ,14000,7000,Especialização,Mais que 15,Gerente/Head,Liderança,Designer de produto,Masculino,Não,Não,Não,Asiático,Não tenho,Não,São Paulo (SP),São Paulo,36,36 - 41
Conseguir me recolocar no mercado e me adequar ao home office.,Não sei responder / não tenho visibilidade,Quero poder trabalhar em home office por tempo integral.,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,5500,7000,Ensino médio completo / superior incompleto,Menos de 1,Júnior,Analista,UI Designer,Masculino,Não,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),Diadema,36,36 - 41
"Comunicação e alinhamento com time, com pessoas novas  ",A empresa foi positivamente afetada (crescimento no período),mais tempo trabalhando de casa,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,8000,7000,Especialização,De 4 a 5,Sênior,Analista,Designer de produto,Masculino,Não,Não,Não,Asiático,Não tenho,Não,São Paulo (SP),São Paulo,36,36 - 41
Começar em uma empresa nova à distância,Não sei responder / não tenho visibilidade,Trabalhar em home office full time,Outro,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9000,6500,Superior completo,De 4 a 5,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Negro,Não tenho,Não,São Paulo (SP),Guarulhos,36,36 - 41
"Ter intervalos entre reuniões, levantar da cadeira com frequência, dar atenção aos cuidados pessoais (pois os profissionais ficaram mais intensos) ",A empresa foi levemente afetada (perda de receita de até 15%),"Flexibilidade. Apesar de estar respeitando as regras de não sair de casa sem necessidade nesse momento, acredito que a flexibilidade em trabalhar em outros lugares é algo que poderá ser levado num novo momento. Além disso, a capacidade de me organizar melhor e não perder tanto tempo no transito. ",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8600,6500,Especialização,De 4 a 5,Sênior,Analista,Estrategista de UX,Feminino,Sim,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,36,36 - 41
recrutar usuários e triangular técnicas de pesquisa para cobrir as limitações do remoto,A empresa foi positivamente afetada (crescimento no período),"pesquisas remotas em todo o Brasil, além da coleta e análise de dados comportamentais quantitativos",Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,15000,14453,Especialização,De 6 a 10,Líder técnico ou especialista,Liderança,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Sim,Não,Não,Branco,Deficiência intelectual ou cognitiva,Sim,São Paulo (SP),São Paulo,36,36 - 41
"Serviço de internet, tive de aumentar meu plano e conciliar dia a dia presa em casa",A empresa foi levemente afetada (perda de receita de até 15%),Não ter de pegar transporte público diariamente,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,5000,6400,Superior completo,De 4 a 5,Sênior,Analista,UX Designer,Feminino,Não,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,36,36 - 41
"Ter horários bem definidos. Pelo fato de estar em casa, a gente acaba trabalhado mais tempo e saber a hora de parar é importante.",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Liberdade para trabalhar nos horários em que rendo mais sem comprometer o ritmo da equipe.  Possibilidade de trabalhar de qualquer lugar.  Não perder mais tempo no trajeto casa-empresa e empresa-casa.,Start up,Outro (Qual?),PJ,PJ,15000,6200,Superior completo,De 6 a 10,Sênior,Analista,Designer de produto,Masculino,Não,Não,Não,Negro,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,36,36 - 41
Processo criativo que auxilia a construção de análises mais complexas.,Não sei responder / não tenho visibilidade,Não sei responder.,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9000,6200,Especialização,De 4 a 5,Sênior,Analista,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Distrito Federal (DF),Brasília,36,36 - 41
,A empresa foi levemente afetada (perda de receita de até 15%),home office,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,8000,5000,Especialização,De 1 a 3,Pleno,Analista,UX Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,36,36 - 41
Falta de interação com os colegas de trabalho,Não sei responder / não tenho visibilidade,Poder continuar fazendo home office ao menos 2x na semana.  Ter mais flexibilidade de horários no trabalho.  Autonomia conquistada no home office.,Empresa,Não temos um time,CLT,CLT,5140,4991,Especialização,De 1 a 3,Pleno,Analista,UI Designer,Feminino,Sim,Não,Não,Branco,Não tenho,Não,Paraná (PR),Curitiba,36,36 - 41
Trabalhar e conciliar o cuidado com o meu neném de 1 ano e três meses.,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),O trabalho remoto.,Outro,Não temos um time,Sócio ou proprietário,Sócio ou proprietário,4500,4500,Superior completo,Menos de 1,Júnior,Analista,UX Designer,Feminino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,São Paulo (SP),São Paulo,36,36 - 41
Trabalhar e cuidar da filha e da casa ao mesmo tempo.,A empresa foi positivamente afetada (crescimento no período),Home office pelo menos 2 vezes por semana.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,7000,4500,Especialização,De 1 a 3,Pleno,Analista,Designer de produto,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,36,36 - 41
"Trocar de emprego em plena pandemia para trabalhar (remoto) para uma empresa de outra cidade. Tenho receio de que quando voltarem ao modo presencial, me demitam por morar fora.",Não sei responder / não tenho visibilidade,Gostaria de manter o home office e poder me mudar para qualquer lugar do mundo mantendo meu emprego.,Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,4500,3700,Especialização,Menos de 1,Júnior,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,36,36 - 41
,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,10000,8000,Especialização,Mais que 15,Sênior,Analista,UX Designer,Masculino,Não,"Sim, 1",Sim,Branco,Deficiência visual (fora daltonismo),Sim,São Paulo (SP),São Paulo,36,36 - 41
"Dar conta de trabalho, casa e filha.",Não sei responder / não tenho visibilidade,Trabalho home office integral,Não estou trabalhando no momento,,,,,,,,,,,Feminino,Não,"Sim, 1",Sim,Pardo,Não tenho,Não,Paraíba (PB),Rio Tinto,36,36 - 41
,A empresa foi gravemente afetada (perda de receita superior a 50%),,Freelancer,,Freelancer ou independente,Freelancer,32000,36000,Especialização,De 11 a 15,Gerente/Head,Liderança,Estrategista de UX,Masculino,Não,Não,Não,Negro,Não tenho,Não,Não moro no Brasil,Dubai,37,36 - 41
Redefinir o modelo de negócio e a forma com que faziamos tudo.,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),a rotina de cuidados pessoais,Outro,Não temos um time,Sócio ou proprietário,Sócio ou proprietário,28000,26000,Ensino médio completo / superior incompleto,De 11 a 15,C-level,Liderança,Outro (especifique),Masculino,Não,"Sim, 2",Sim,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
criar novos relacionamentos,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),o trabalho remoto,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,19000,16000,Especialização,Mais que 15,Gerente/Head,Liderança,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
"Equacionar a rotina com filhos, ter uma espaço de trabalho bem estruturado e conseguir me desconectar do trabalho ao encerrar o dia de trabalho.",A empresa foi levemente afetada (perda de receita de até 15%),"Horario mais flexivel, não perder tanto tempo me deslocando, fazer as coisas mais no meu bairro e ter mais tempo na rotina dos filhos.",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,14000,13800,Mestrado,De 11 a 15,Coordenador/Lead,Liderança,Estrategista de UX,Feminino,Sim,"Sim, 2",Sim,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
"Garantir os rituais e conexões pessoais, importante para cultura da empresa",A empresa foi positivamente afetada (crescimento no período),"Flex office, autonomia e processos mais céleres. Menos reuniões por fazer e mais papos conclusivos.",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,13000,13000,Mestrado,De 11 a 15,Gerente/Head,Liderança,Estrategista de UX,Masculino,Não,"Sim, 2",Sim,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,37,36 - 41
Manter produtividade em um ambiente familiar,A empresa foi levemente afetada (perda de receita de até 15%),,Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,12900,12400,Especialização,De 11 a 15,Coordenador/Lead,Liderança,Designer de produto,Masculino,Não,"Sim, 2",Sim,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
ambiente para fazer reuniões e não atrapalhar as demais pessoas da casa,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Continuar trabalhando em home office e não perder tanto tempo para me deslocar até o trabalho,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,13000,12000,Mestrado,De 11 a 15,Coordenador/Lead,Liderança,Designer de produto,Masculino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
"Happy hours, manter atividades em grupo, workshops ",A empresa foi positivamente afetada (crescimento no período),"Home office, meu ambiente em casa me proporcionou melhor gerenciamento do meu tempo, vida pessoal ",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,14000,12000,Mestrado,De 11 a 15,Diretor(a),Liderança,Especialista em Usabilidade,Feminino,Não,Não,Não,Pardo,Não tenho,Não,Santa Catarina (SC),Blumenau,37,36 - 41
O desequilíbrio entre horas produtivas com foco e calls infintos que não acabam mais.,A empresa foi positivamente afetada (crescimento no período),"Quero não ter obrigação de ir pro escritório. Essa coisa de 3 dias, 3 dias... os times podem se híbridos e se coordenarem entre si para quando estar juntos presencialmente. ",Empresa,É distribuído em diferentes squads / grupos / equipes,PJ,PJ,18000,12000,Superior completo,De 4 a 5,Líder técnico ou especialista,Liderança,Redator / UX Writer,Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
"Conseguir manter uma rotina para a vida pessoal e outra para a vida profissional. Não atender ligações ou responder mensagens, durante atividades pessoais.",A empresa foi positivamente afetada (crescimento no período),"O trabalho remoto. Com certeza, poder trabalhar de onde quiser é muito melhor e mais produtivo.",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,13000,11375,Especialização,De 6 a 10,Sênior,Analista,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
,A empresa foi levemente afetada (perda de receita de até 15%),,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,12000,11000,Especialização,De 11 a 15,Coordenador/Lead,Liderança,UX Designer,Masculino,Sim,Não,Não,Negro,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
Psicologico do distanciamento social,A empresa foi positivamente afetada (crescimento no período),Home office e mais compras online,Empresa,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,11300,11000,Superior completo,De 11 a 15,Líder técnico ou especialista,Liderança,UX Designer,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
"Não poder trocar conhecimento com outras pessoas de forma mais organica, como era no presencial",Não sei responder / não tenho visibilidade,"Conseguir fazer mais dias de home office durante a semana, saber que mesmo remotamente é possivel fazer alinhamentos",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,10500,10500,Superior completo,De 4 a 5,Sênior,Analista,Designer de produto,Feminino,Sim,Não,Não,Asiático,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
,A empresa foi positivamente afetada (crescimento no período),,Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,13700,10000,Mestrado,Mais que 15,Coordenador/Lead,Liderança,Pesquisador em design / UX Researcher / Pesquisador em produto,Masculino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
O negócio dependia totalmente de pessoas nas academias.,A empresa foi gravemente afetada (perda de receita superior a 50%),Mais ensino à distância e online,Start up,Equipe que atende a outras áreas,PJ,PJ,15000,10000,Especialização,De 11 a 15,Gerente/Head,Liderança,Designer de produto,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
,A empresa foi positivamente afetada (crescimento no período),,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,11200,9800,Superior completo,De 4 a 5,Sênior,Analista,Designer de produto,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
Acelerar projetos de venda 100% remota,A empresa foi levemente afetada (perda de receita de até 15%),Liberdade de trabalhar de casa ou no escritório,Empresa,Equipe que atende a outras áreas,CLT,CLT,9500,9500,Especialização,De 1 a 3,Sênior,Analista,Gerente de produto / PO / Product Manager,Masculino,Não,Não,Não,Branco,Não tenho,Não,Rio Grande do Sul (RS),Porto Alegre,37,36 - 41
"Trabalhar em casa com 2 crianças pequenas em casa, 4 e 2 anos.",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),,Empresa,O time é uma banda de uma pessoa só,CLT,CLT,13000,13000,Especialização,De 6 a 10,Gerente/Head,Liderança,Estrategista de UX,Masculino,Não,"Sim, 2",Sim,Branco,Deficiência visual (fora daltonismo),Sim,São Paulo (SP),São Paulo,37,36 - 41
,A empresa foi gravemente afetada (perda de receita superior a 50%),,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,16500,9000,Superior completo,Mais que 15,Coordenador/Lead,Liderança,UX Designer,Masculino,Não,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
Fazer testes de usabilidade para um público que não tem muito conhecimento tecnológico,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Quero continuar com o home office ou modelo híbrido. Gostei da possibilidade de morar em um bairro mais barato e afastado em SP,Outro,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,10700,9000,Superior completo,De 6 a 10,Sênior,Analista,UX Designer,Masculino,Não,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
"A incerteza de saber o que aconteceria no começo, me deixou muito ansiosa, e a empresa foi falando aos poucos ate quando iriamos ficar remotos, isso me deixou muito ansiosa e com medo de voltar antes do momento de me sentir segura",A empresa foi positivamente afetada (crescimento no período),Trabalhar em casa 2 a 3x por semana seria o ideal.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9500,9000,Superior completo,De 6 a 10,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
"Colaboração: ferramentas boas e ideais para aumentar a colaboração são difíceis e a postura é complexa quando estão todos separados. A adaptação ainda é complicada, especialmente para colaboração e ideação.  ",Não sei responder / não tenho visibilidade,Home office algumas vezes a mais na semana,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,11000,8500,Especialização,De 6 a 10,Líder técnico ou especialista,Liderança,Designer de interação,Feminino,Não,"Sim, 2",Sim,Asiático,Não tenho,Não,São Paulo (SP),Atibaia,37,36 - 41
Estar próxima a equipe.,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),A flexibilidade de poder trabalhar de casa alguns dias por semana.,Agência ou consultoria,O time é uma banda de uma pessoa só,CLT,CLT,8100,8100,Especialização,De 4 a 5,Coordenador/Lead,Liderança,UX Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
Quando todos tiveram que trabalhar e estudar em nossa pequena casa.,A empresa foi positivamente afetada (crescimento no período),"Viajar trabalhando, para que nos momentos em que eu tiver trabalhando, minha família possa descansar e nos momentos de folga eu possa aproveitar esses momentos também.",Start up,É distribuído em diferentes squads / grupos / equipes,PJ,PJ,11000,8000,Especialização,De 6 a 10,Sênior,Analista,Designer de produto,Masculino,Não,"Sim, 1",Sim,Pardo,Não tenho,Não,São Paulo (SP),Carapicuíba,37,36 - 41
"Adaptar o meu local de trabalho e conciliar a rotina de refeições, por exemplo.",A empresa foi positivamente afetada (crescimento no período),Trabalhar alguns dias em casa foi excelente e o estilo de trabalho ágil.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9600,8000,Especialização,De 11 a 15,Sênior,Analista,UI Designer,Masculino,Não,Não,Não,Negro,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
acho que não ter conversas informais com meus colegas de todas as areas,A empresa foi positivamente afetada (crescimento no período),work from home,Empresa,Equipe que atende a outras áreas,CLT,CLT,10000,7800,Superior completo,De 4 a 5,Coordenador/Lead,Liderança,Designer de produto,Masculino,Não,"Sim, 1",Sim,Asiático,Não tenho,Não,Santa Catarina (SC),Florianópolis,37,36 - 41
"A única coisa que faz falta é ter o contato social, afinal projetamos experiências e sem vivenciar a cultura, trocar ideia com as pessoas, observar as pessoas no seu cotidiano impacta e muito na qualidade das entregas.",A empresa foi positivamente afetada (crescimento no período),,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),Sócio ou proprietário,Sócio ou proprietário,7000,7000,Doutorado,Mais que 15,C-level,Liderança,Estrategista de UX,Feminino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Santa Catarina (SC),Florianópolis,37,36 - 41
"O maior desafio foi fazer os projetos de forma remota, ja que o engajamento do pessoal e diferente que estando de forma presencial.",A empresa foi positivamente afetada (crescimento no período),Eu gostei de trabalhar em home office.,Empresa,Outro (Qual?),CLT,CLT,7500,7000,Superior completo,Menos de 1,Pleno,Analista,UX Designer,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Santa Catarina (SC),Joinville,37,36 - 41
troca de empresa e cargo.  Trocar de empresa no meio da pandemia para um cargo de liderança trouxe desafios de aproximação com o time.,A empresa foi levemente afetada (perda de receita de até 15%),"Exercícios matinais, alimentação distribuida ao longo do dia.",Agência ou consultoria,Equipe que atende a outras áreas,PJ,PJ,12900,6800,Especialização,De 11 a 15,Gerente/Head,Liderança,Estrategista de UX,Feminino,Sim,"Sim, 1",Sim,Pardo,Não tenho,Não,Santa Catarina (SC),Florianópolis,37,36 - 41
Ter um tempo de respiro.,A empresa foi gravemente afetada (perda de receita superior a 50%),"Manter home office, continuar utilizando o digital para dinâmicas de design.",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,6800,6800,Especialização,Mais que 15,Líder técnico ou especialista,Liderança,Estrategista de UX,Masculino,Não,Não,Não,Branco,Não tenho,Não,Rio Grande do Sul (RS),Porto Alegre,37,36 - 41
Acúmulo de função e dores nas costas,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Mais tempo para estudos,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8000,6700,Superior completo,De 1 a 3,Pleno,Analista,Operações em design (DesignOps),Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
"Sinto que o trabalho invadiu a minha casa. Estou dedicando à empresa um espaço precioso, que eu usava para atividades pessoais. Consequentemente, deixei de lado as atividades pessoais.",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),"Organização do trabalho entre a equipe, com a execução de dailys, retrôs e plannings. Apesar do isolamento, esses rituais aumentaram o vínculo e a colaboração. ",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,9200,6500,Especialização,De 11 a 15,Líder técnico ou especialista,Liderança,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,37,36 - 41
auto organização,A empresa foi levemente afetada (perda de receita de até 15%),homeoffice,Empresa,Equipe que atende a outras áreas,Freelancer ou independente,Freelancer,12000,6500,Especialização,De 6 a 10,Sênior,Analista,UX Designer,Masculino,Não,Não,Não,Pardo,Não tenho,Não,Santa Catarina (SC),Blumenau,37,36 - 41
se adaptar ao trabalho remoto forçadamente,A empresa foi positivamente afetada (crescimento no período),home office,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,10000,6500,Superior completo,De 11 a 15,Sênior,Analista,UX Designer,Masculino,Não,"Sim, 1",Sim,Negro,Não tenho,Não,São Paulo (SP),Taboão da Serra,37,36 - 41
Conseguir um trabalho - estava desempregado desde setembro de 2019. Só me recoloquei agora em novembro de 2020.,Não sei responder / não tenho visibilidade,"O home office, distanciamento social e a limpeza de mãos constantemente. ",Start up,Equipe que atende a outras áreas,CLT,CLT,9800,0,Especialização,De 4 a 5,Líder técnico ou especialista,Liderança,Redator / UX Writer,Masculino,Sim,Não,Não,Branco,Deficiência auditiva,Sim,São Paulo (SP),São Paulo,37,36 - 41
"Conciliar as aulas on-line do meu filho com o meu trabalho, pois ele ainda é pequeno e precisa de auxílio nas atividades.",Não sei responder / não tenho visibilidade,Home Office pelo menos 3 dias na semana.,Outro,Não temos um time,CLT,CLT,7600,6200,Especialização,De 6 a 10,Coordenador/Lead,Liderança,Outro (especifique),Feminino,Não,"Sim, 2",Sim,Branco,Não tenho,Não,Paraná (PR),Curitiba,37,36 - 41
"Alinhamento com o gestor. Ele não tem ""disponibilidade""",A empresa foi positivamente afetada (crescimento no período),reuniões online,Empresa,Equipe que atende a outras áreas,CLT,CLT,6500,6100,Especialização,Menos de 1,Sênior,Analista,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,Distrito Federal (DF),Brasília,37,36 - 41
"Não termos nos preparado para tal e ter que dividir o ambiente de trabalho, reuniões com esposa, filhos em casa.",A empresa foi positivamente afetada (crescimento no período),Modo híbrido de trabalho - flexibilidade!,Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6000,6000,Superior completo,De 6 a 10,Pleno,Analista,Designer de produto,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Paraná (PR),Curitiba,37,36 - 41
Estabelecer uma rotina saudável para começar e terminar o dia de trabalho.,A empresa foi positivamente afetada (crescimento no período),Possibilidade de escolher em quais dias trabalhar remotamente.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6000,6000,Superior completo,De 6 a 10,Sênior,Analista,Pesquisador em design / UX Researcher / Pesquisador em produto,Masculino,Sim,Não,Não,Pardo,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,37,36 - 41
A quantidade de reuniões que poderiam ser um e-mail ou uma thread no slack.,A empresa foi levemente afetada (perda de receita de até 15%),Continuar em home office.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6000,6000,Superior completo,De 11 a 15,Sênior,Analista,Designer de produto,Masculino,Não,Não,Não,Pardo,Não tenho,Não,Paraná (PR),Curitiba,37,36 - 41
